Year,Country,ISO,Region_worldbank,IncomeGroup,CPIA Rating
2016,Seychelles,SYC,Sub-Saharan Africa,High income,
2016,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2016,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2016,Chad,TCD,Sub-Saharan Africa,Low income,2.5
2016,Togo,TGO,Sub-Saharan Africa,Low income,2.5
2016,Thailand,THA,East Asia & Pacific,Upper middle income,
2016,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.5
2016,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2016,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2.5
2016,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2016,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2016,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2016,Turkey,TUR,Europe & Central Asia,Upper middle income,
2016,Tuvalu,TUV,East Asia & Pacific,Upper middle income,3.5
2016,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.0
2016,Uganda,UGA,Sub-Saharan Africa,Low income,2.0
2016,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2016,Uruguay,URY,Latin America & Caribbean,High income,
2016,United States,USA,North America,High income,
2016,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2.0
2016,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2016,"Venezuela, RB",VEN,Latin America & Caribbean,,
2016,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2016,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2016,Vietnam,VNM,East Asia & Pacific,Lower middle income,
2016,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2016,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2016,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2016,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1.5
2016,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2016,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2016,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2.0
2017,Aruba,ABW,Latin America & Caribbean,High income,
2017,Afghanistan,AFG,South Asia,Low income,2.0
2017,Angola,AGO,Sub-Saharan Africa,Lower middle income,
2017,Albania,ALB,Europe & Central Asia,Upper middle income,
2017,Andorra,AND,Europe & Central Asia,High income,
2017,United Arab Emirates,ARE,Middle East & North Africa,High income,
2017,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2017,Armenia,ARM,Europe & Central Asia,Upper middle income,
2017,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2017,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2017,Australia,AUS,East Asia & Pacific,High income,
2017,Austria,AUT,Europe & Central Asia,High income,
2017,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,
2017,Burundi,BDI,Sub-Saharan Africa,Low income,1.5
2017,Belgium,BEL,Europe & Central Asia,High income,
2017,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2017,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2017,Bangladesh,BGD,South Asia,Lower middle income,2.5
2017,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2017,Bahrain,BHR,Middle East & North Africa,High income,
2017,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2017,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,
2017,Belarus,BLR,Europe & Central Asia,Upper middle income,
2017,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2017,Bermuda,BMU,North America,High income,
2017,Bolivia,BOL,Latin America & Caribbean,Lower middle income,
2017,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2017,Barbados,BRB,Latin America & Caribbean,High income,
2017,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2017,Bhutan,BTN,South Asia,Lower middle income,4.5
2017,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2017,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2017,Canada,CAN,North America,High income,
2017,Switzerland,CHE,Europe & Central Asia,High income,
2017,Channel Islands,CHI,Europe & Central Asia,High income,
2017,Chile,CHL,Latin America & Caribbean,High income,
2017,China,CHN,East Asia & Pacific,Upper middle income,
2017,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,3.0
2017,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2017,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2017,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.0
2017,Colombia,COL,Latin America & Caribbean,Upper middle income,
2017,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2017,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.0
2017,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2017,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2017,Curacao,CUW,Latin America & Caribbean,High income,
2017,Cayman Islands,CYM,Latin America & Caribbean,High income,
2017,Cyprus,CYP,Europe & Central Asia,High income,
2017,Czech Republic,CZE,Europe & Central Asia,High income,
2017,Germany,DEU,Europe & Central Asia,High income,
2017,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2017,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2017,Denmark,DNK,Europe & Central Asia,High income,
2017,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2017,Algeria,DZA,Middle East & North Africa,Lower middle income,
2017,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2017,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2017,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2017,Spain,ESP,Europe & Central Asia,High income,
2017,Estonia,EST,Europe & Central Asia,High income,
2017,Ethiopia,ETH,Sub-Saharan Africa,Low income,3.0
2017,Finland,FIN,Europe & Central Asia,High income,
2017,Fiji,FJI,East Asia & Pacific,Upper middle income,
2017,France,FRA,Europe & Central Asia,High income,
2017,Faroe Islands,FRO,Europe & Central Asia,High income,
2017,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,3.5
2017,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2017,United Kingdom,GBR,Europe & Central Asia,High income,
2017,Georgia,GEO,Europe & Central Asia,Upper middle income,
2017,Ghana,GHA,Sub-Saharan Africa,Lower middle income,3.5
2017,Gibraltar,GIB,Europe & Central Asia,High income,
2017,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2017,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2017,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1.5
2017,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2017,Greece,GRC,Europe & Central Asia,High income,
2017,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2017,Greenland,GRL,Europe & Central Asia,High income,
2017,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2017,Guam,GUM,East Asia & Pacific,High income,
2017,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2017,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2017,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2017,Croatia,HRV,Europe & Central Asia,High income,
2017,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2017,Hungary,HUN,Europe & Central Asia,High income,
2017,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2017,Isle of Man,IMN,Europe & Central Asia,High income,
2017,India,IND,South Asia,Lower middle income,
2017,Ireland,IRL,Europe & Central Asia,High income,
2017,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2017,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2017,Iceland,ISL,Europe & Central Asia,High income,
2017,Israel,ISR,Middle East & North Africa,High income,
2017,Italy,ITA,Europe & Central Asia,High income,
2017,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2017,Jordan,JOR,Middle East & North Africa,Upper middle income,
2017,Japan,JPN,East Asia & Pacific,High income,
2017,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2017,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2017,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,3.0
2017,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.0
2017,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.5
2017,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2017,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2017,Kuwait,KWT,Middle East & North Africa,High income,
2017,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.5
2017,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2017,Liberia,LBR,Sub-Saharan Africa,Low income,3.0
2017,Libya,LBY,Middle East & North Africa,Upper middle income,
2017,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2017,Liechtenstein,LIE,Europe & Central Asia,High income,
2017,Sri Lanka,LKA,South Asia,Lower middle income,
2017,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.0
2017,Lithuania,LTU,Europe & Central Asia,High income,
2017,Luxembourg,LUX,Europe & Central Asia,High income,
2017,Latvia,LVA,Europe & Central Asia,High income,
2017,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2017,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2017,Morocco,MAR,Middle East & North Africa,Lower middle income,
2017,Monaco,MCO,Europe & Central Asia,High income,
2017,Moldova,MDA,Europe & Central Asia,Upper middle income,2.5
2017,Madagascar,MDG,Sub-Saharan Africa,Low income,2.5
2017,Maldives,MDV,South Asia,Upper middle income,2.5
2017,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2017,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,3.5
2017,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2017,Mali,MLI,Sub-Saharan Africa,Low income,3.0
2017,Malta,MLT,Middle East & North Africa,High income,
2017,Myanmar,MMR,East Asia & Pacific,Lower middle income,2.5
2017,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2017,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.5
2017,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2017,Mozambique,MOZ,Sub-Saharan Africa,Low income,2.5
2017,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,3.0
2017,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2017,Malawi,MWI,Sub-Saharan Africa,Low income,2.5
2017,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2017,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2017,New Caledonia,NCL,East Asia & Pacific,High income,
2017,Niger,NER,Sub-Saharan Africa,Low income,3.0
2017,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2017,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2.5
2017,Netherlands,NLD,Europe & Central Asia,High income,
2017,Norway,NOR,Europe & Central Asia,High income,
2017,Nepal,NPL,South Asia,Lower middle income,3.0
2017,Nauru,NRU,East Asia & Pacific,High income,
2017,New Zealand,NZL,East Asia & Pacific,High income,
2017,Oman,OMN,Middle East & North Africa,High income,
2017,Pakistan,PAK,South Asia,Lower middle income,3.0
2017,Panama,PAN,Latin America & Caribbean,Upper middle income,
2017,Peru,PER,Latin America & Caribbean,Upper middle income,
2017,Philippines,PHL,East Asia & Pacific,Lower middle income,
2017,Palau,PLW,East Asia & Pacific,High income,
2017,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2017,Poland,POL,Europe & Central Asia,High income,
2017,Puerto Rico,PRI,Latin America & Caribbean,High income,
2017,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2017,Portugal,PRT,Europe & Central Asia,High income,
2017,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2017,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2017,French Polynesia,PYF,East Asia & Pacific,High income,
2017,Qatar,QAT,Middle East & North Africa,High income,
2017,Romania,ROU,Europe & Central Asia,Upper middle income,
2017,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2017,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2017,Saudi Arabia,SAU,Middle East & North Africa,High income,
2017,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2017,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.5
2017,Singapore,SGP,East Asia & Pacific,High income,
2017,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2017,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2017,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2017,San Marino,SMR,Europe & Central Asia,High income,
2017,Somalia,SOM,Sub-Saharan Africa,Low income,1.5
2017,Serbia,SRB,Europe & Central Asia,Upper middle income,
2017,South Sudan,SSD,Sub-Saharan Africa,Low income,1.5
2017,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2017,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2017,Slovak Republic,SVK,Europe & Central Asia,High income,
2017,Slovenia,SVN,Europe & Central Asia,High income,
2017,Sweden,SWE,Europe & Central Asia,High income,
2017,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2017,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2017,Seychelles,SYC,Sub-Saharan Africa,High income,
2017,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2017,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2017,Chad,TCD,Sub-Saharan Africa,Low income,2.5
2017,Togo,TGO,Sub-Saharan Africa,Low income,3.0
2017,Thailand,THA,East Asia & Pacific,Upper middle income,
2017,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.5
2017,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2017,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2.5
2017,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2017,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2017,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2017,Turkey,TUR,Europe & Central Asia,Upper middle income,
2017,Tuvalu,TUV,East Asia & Pacific,Upper middle income,3.5
2017,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.0
2017,Uganda,UGA,Sub-Saharan Africa,Low income,2.0
2017,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2017,Uruguay,URY,Latin America & Caribbean,High income,
2017,United States,USA,North America,High income,
2017,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2.0
2017,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2017,"Venezuela, RB",VEN,Latin America & Caribbean,,
2017,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2017,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2017,Vietnam,VNM,East Asia & Pacific,Lower middle income,
2017,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2017,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2017,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2017,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1.5
2017,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2017,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2017,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2.0
2018,Aruba,ABW,Latin America & Caribbean,High income,
2018,Afghanistan,AFG,South Asia,Low income,2.0
2018,Angola,AGO,Sub-Saharan Africa,Lower middle income,
2018,Albania,ALB,Europe & Central Asia,Upper middle income,
2018,Andorra,AND,Europe & Central Asia,High income,
2018,United Arab Emirates,ARE,Middle East & North Africa,High income,
2018,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2018,Armenia,ARM,Europe & Central Asia,Upper middle income,
2018,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2018,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2018,Australia,AUS,East Asia & Pacific,High income,
2018,Austria,AUT,Europe & Central Asia,High income,
2018,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,
2018,Burundi,BDI,Sub-Saharan Africa,Low income,1.5
2018,Belgium,BEL,Europe & Central Asia,High income,
2018,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2018,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2018,Bangladesh,BGD,South Asia,Lower middle income,2.5
2018,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2018,Bahrain,BHR,Middle East & North Africa,High income,
2018,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2018,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,
2018,Belarus,BLR,Europe & Central Asia,Upper middle income,
2018,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2018,Bermuda,BMU,North America,High income,
2018,Bolivia,BOL,Latin America & Caribbean,Lower middle income,
2018,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2018,Barbados,BRB,Latin America & Caribbean,High income,
2018,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2018,Bhutan,BTN,South Asia,Lower middle income,4.5
2018,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2018,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2018,Canada,CAN,North America,High income,
2018,Switzerland,CHE,Europe & Central Asia,High income,
2018,Channel Islands,CHI,Europe & Central Asia,High income,
2018,Chile,CHL,Latin America & Caribbean,High income,
2018,China,CHN,East Asia & Pacific,Upper middle income,
2018,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,3.0
2018,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2018,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2018,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.0
2018,Colombia,COL,Latin America & Caribbean,Upper middle income,
2018,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2018,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2018,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2018,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2018,Curacao,CUW,Latin America & Caribbean,High income,
2018,Cayman Islands,CYM,Latin America & Caribbean,High income,
2018,Cyprus,CYP,Europe & Central Asia,High income,
2018,Czech Republic,CZE,Europe & Central Asia,High income,
2018,Germany,DEU,Europe & Central Asia,High income,
2018,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2018,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2018,Denmark,DNK,Europe & Central Asia,High income,
2018,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2018,Algeria,DZA,Middle East & North Africa,Lower middle income,
2018,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2018,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2018,Eritrea,ERI,Sub-Saharan Africa,Low income,2.5
2018,Spain,ESP,Europe & Central Asia,High income,
2018,Estonia,EST,Europe & Central Asia,High income,
2018,Ethiopia,ETH,Sub-Saharan Africa,Low income,3.0
2018,Finland,FIN,Europe & Central Asia,High income,
2018,Fiji,FJI,East Asia & Pacific,Upper middle income,
2018,France,FRA,Europe & Central Asia,High income,
2018,Faroe Islands,FRO,Europe & Central Asia,High income,
2018,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,3.5
2018,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2018,United Kingdom,GBR,Europe & Central Asia,High income,
2018,Georgia,GEO,Europe & Central Asia,Upper middle income,
2018,Ghana,GHA,Sub-Saharan Africa,Lower middle income,3.5
2018,Gibraltar,GIB,Europe & Central Asia,High income,
2018,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2018,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.5
2018,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1.5
2018,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2018,Greece,GRC,Europe & Central Asia,High income,
2018,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2018,Greenland,GRL,Europe & Central Asia,High income,
2018,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2018,Guam,GUM,East Asia & Pacific,High income,
2018,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2018,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2018,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2018,Croatia,HRV,Europe & Central Asia,High income,
2018,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2018,Hungary,HUN,Europe & Central Asia,High income,
2018,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2018,Isle of Man,IMN,Europe & Central Asia,High income,
2018,India,IND,South Asia,Lower middle income,
2018,Ireland,IRL,Europe & Central Asia,High income,
2018,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2018,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2018,Iceland,ISL,Europe & Central Asia,High income,
2018,Israel,ISR,Middle East & North Africa,High income,
2018,Italy,ITA,Europe & Central Asia,High income,
2018,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2018,Jordan,JOR,Middle East & North Africa,Upper middle income,
2018,Japan,JPN,East Asia & Pacific,High income,
2018,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2018,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2018,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,3.0
2018,Cambodia,KHM,East Asia & Pacific,Lower middle income,1.5
2018,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.5
2018,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2018,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2018,Kuwait,KWT,Middle East & North Africa,High income,
2018,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.5
2018,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2018,Liberia,LBR,Sub-Saharan Africa,Low income,2.5
2018,Libya,LBY,Middle East & North Africa,Upper middle income,
2018,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2018,Liechtenstein,LIE,Europe & Central Asia,High income,
2018,Sri Lanka,LKA,South Asia,Lower middle income,
2018,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.0
2018,Lithuania,LTU,Europe & Central Asia,High income,
2018,Luxembourg,LUX,Europe & Central Asia,High income,
2018,Latvia,LVA,Europe & Central Asia,High income,
2018,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2018,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2018,Morocco,MAR,Middle East & North Africa,Lower middle income,
2018,Monaco,MCO,Europe & Central Asia,High income,
2018,Moldova,MDA,Europe & Central Asia,Upper middle income,2.5
2018,Madagascar,MDG,Sub-Saharan Africa,Low income,2.5
2018,Maldives,MDV,South Asia,Upper middle income,2.5
2018,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2018,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,3.5
2018,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2018,Mali,MLI,Sub-Saharan Africa,Low income,3.0
2018,Malta,MLT,Middle East & North Africa,High income,
2018,Myanmar,MMR,East Asia & Pacific,Lower middle income,2.5
2018,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2018,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.0
2018,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2018,Mozambique,MOZ,Sub-Saharan Africa,Low income,2.5
2018,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,3.0
2018,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2018,Malawi,MWI,Sub-Saharan Africa,Low income,2.5
2018,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2018,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2018,New Caledonia,NCL,East Asia & Pacific,High income,
2018,Niger,NER,Sub-Saharan Africa,Low income,3.0
2018,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2018,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2.5
2018,Netherlands,NLD,Europe & Central Asia,High income,
2018,Norway,NOR,Europe & Central Asia,High income,
2018,Nepal,NPL,South Asia,Lower middle income,3.0
2018,Nauru,NRU,East Asia & Pacific,High income,
2018,New Zealand,NZL,East Asia & Pacific,High income,
2018,Oman,OMN,Middle East & North Africa,High income,
2018,Pakistan,PAK,South Asia,Lower middle income,3.0
2018,Panama,PAN,Latin America & Caribbean,Upper middle income,
2018,Peru,PER,Latin America & Caribbean,Upper middle income,
2018,Philippines,PHL,East Asia & Pacific,Lower middle income,
2018,Palau,PLW,East Asia & Pacific,High income,
2018,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2018,Poland,POL,Europe & Central Asia,High income,
2018,Puerto Rico,PRI,Latin America & Caribbean,High income,
2018,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2018,Portugal,PRT,Europe & Central Asia,High income,
2018,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2018,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2018,French Polynesia,PYF,East Asia & Pacific,High income,
2018,Qatar,QAT,Middle East & North Africa,High income,
2018,Romania,ROU,Europe & Central Asia,Upper middle income,
2018,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2018,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2018,Saudi Arabia,SAU,Middle East & North Africa,High income,
2018,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2018,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.5
2018,Singapore,SGP,East Asia & Pacific,High income,
2018,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2018,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2018,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2018,San Marino,SMR,Europe & Central Asia,High income,
2018,Somalia,SOM,Sub-Saharan Africa,Low income,
2018,Serbia,SRB,Europe & Central Asia,Upper middle income,
2018,South Sudan,SSD,Sub-Saharan Africa,Low income,1.5
2018,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2018,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2018,Slovak Republic,SVK,Europe & Central Asia,High income,
2018,Slovenia,SVN,Europe & Central Asia,High income,
2018,Sweden,SWE,Europe & Central Asia,High income,
2018,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2018,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2018,Seychelles,SYC,Sub-Saharan Africa,High income,
2018,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2018,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2018,Chad,TCD,Sub-Saharan Africa,Low income,2.5
2018,Togo,TGO,Sub-Saharan Africa,Low income,3.0
2018,Thailand,THA,East Asia & Pacific,Upper middle income,
2018,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.0
2018,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2018,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2.5
2018,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2018,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2018,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2018,Turkey,TUR,Europe & Central Asia,Upper middle income,
2018,Tuvalu,TUV,East Asia & Pacific,Upper middle income,3.5
2018,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2.5
2018,Uganda,UGA,Sub-Saharan Africa,Low income,2.5
